itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
1068,1.399,1.05,35.082,1.166,0.774,25.224,1.033,1.54,1.833,1.852,0.605,2.003,0.481,1.355,1.324,2.549,0.922,0.282,0.245,0.332,76.324,22.286,8.927,5.089,2.625
1069,1.626,0.988,42.655,1.332,0.706,28.9,1.26,1.322,1.611,1.871,0.541,1.94,0.426,1.616,1.259,2.478,0.886,0.307,0.219,0.346,60.02,17.784,8.277,4.012,2.818
1070,1.777,0.913,45.885,1.527,0.659,30.092,1.451,1.142,1.356,1.821,0.477,1.815,0.364,1.908,1.174,2.349,0.948,0.404,0.218,0.361,40.171,12.492,7.193,2.961,2.853
1071,1.844,0.861,42.4,1.733,0.667,27.272,1.541,1.017,1.094,1.723,0.423,1.66,0.309,2.215,1.08,2.254,1.117,0.575,0.239,0.373,24.153,7.984,5.94,2.176,2.731
1072,1.876,0.864,34.356,1.957,0.745,22.225,1.502,0.966,0.886,1.604,0.386,1.506,0.271,2.529,1.001,2.115,1.353,0.81,0.272,0.379,13.149,5.162,4.738,1.74,2.497
1073,1.938,0.921,23.664,2.212,0.88,15.855,1.361,0.988,0.734,1.468,0.368,1.36,0.256,2.82,0.951,2.068,1.589,1.061,0.303,0.378,8.229,4.029,3.713,1.586,2.219
1074,2.074,1.005,13.649,2.494,1.035,9.973,1.17,1.057,0.614,1.317,0.364,1.231,0.26,3.021,0.933,1.888,1.771,1.263,0.32,0.369,6.05,3.953,2.974,1.561,1.961
1075,2.272,1.08,6.453,2.771,1.166,5.858,0.971,1.138,0.547,1.171,0.369,1.146,0.276,3.062,0.936,1.692,1.866,1.354,0.323,0.353,4.929,4.212,2.609,1.556,1.768
1076,2.556,1.121,2.559,3.028,1.233,3.475,0.803,1.19,0.502,1.179,0.38,1.16,0.295,2.907,0.941,1.452,1.887,1.315,0.317,0.333,4.011,4.436,2.698,1.526,1.665
1077,2.92,1.135,2.177,3.233,1.211,2.909,0.687,1.188,0.598,1.548,0.404,1.314,0.314,2.58,0.948,1.337,1.893,1.179,0.306,0.314,3.279,4.471,3.202,1.478,1.653
1078,3.325,1.164,4.56,3.364,1.113,3.363,0.649,1.126,0.911,2.378,0.45,1.593,0.338,2.146,0.976,1.473,1.993,1.033,0.301,0.3,3.034,4.266,3.931,1.436,1.715
1079,3.665,1.246,8.688,3.367,0.98,4.35,0.695,1.027,1.604,3.584,0.518,1.944,0.369,1.704,1.051,1.927,2.249,0.967,0.307,0.297,3.037,3.874,4.656,1.415,1.819
1080,3.853,1.384,13.679,3.244,0.863,5.608,0.814,0.933,2.688,4.906,0.595,2.324,0.401,1.369,1.174,2.699,2.627,1.038,0.328,0.307,3.281,3.477,5.25,1.416,1.931
