itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
997,2.939,0.334,7.477,2.778,0.407,1.638,59.579,1.892,1541.555,1.093,0.288,1.827,0.336,18.911,1.078,5.459,2.233,1.401,0.688,0.382,1.926,0.75,0.659,0.41,0.327
998,2.822,0.307,6.119,2.556,0.415,2.157,66.331,1.883,1832.259,1.253,0.287,1.782,0.333,21.99,1.198,6.117,1.917,1.228,0.617,0.367,2.273,0.644,0.561,0.404,0.336
999,2.491,0.271,4.526,2.316,0.41,3.142,65.512,1.748,1894.511,1.361,0.281,1.737,0.325,22.641,1.308,6.798,1.764,1.074,0.55,0.338,2.272,0.53,0.469,0.373,0.344
1000,2.045,0.234,3.121,2.294,0.395,4.816,57.344,1.531,1676.514,1.403,0.271,1.695,0.315,20.906,1.394,7.682,1.801,0.943,0.491,0.302,2.177,0.457,0.402,0.324,0.351
1001,1.621,0.205,2.179,2.592,0.377,6.797,44.732,1.316,1273.902,1.367,0.257,1.63,0.305,17.643,1.445,8.863,1.946,0.833,0.442,0.269,1.886,0.46,0.362,0.272,0.356
1002,1.329,0.193,1.742,3.095,0.356,8.472,31.477,1.178,814.223,1.253,0.241,1.506,0.298,14.061,1.457,10.578,2.072,0.735,0.408,0.25,1.896,0.571,0.341,0.235,0.356
1003,1.181,0.198,1.627,3.544,0.333,9.257,20.791,1.148,420.917,1.069,0.223,1.31,0.293,11.119,1.421,12.483,2.091,0.642,0.396,0.253,2.631,0.822,0.35,0.225,0.353
1004,1.111,0.219,1.751,3.7,0.307,8.785,13.949,1.202,178.393,0.846,0.203,1.061,0.287,9.136,1.332,14.241,2.034,0.556,0.409,0.276,5.211,1.311,0.462,0.262,0.354
1005,1.054,0.252,1.977,3.495,0.282,7.243,10.43,1.302,64.641,0.618,0.184,0.808,0.278,7.773,1.192,15.173,2.018,0.499,0.441,0.314,10.029,2.134,0.753,0.362,0.368
1006,1.041,0.295,2.176,3.056,0.264,5.319,8.701,1.438,38.181,0.434,0.166,0.614,0.265,6.658,1.02,14.862,2.115,0.5,0.479,0.356,16.661,3.229,1.235,0.529,0.401
1007,1.148,0.339,2.264,2.574,0.255,3.42,7.35,1.61,32.465,0.345,0.153,0.52,0.249,5.396,0.847,13.53,2.318,0.614,0.524,0.398,23.518,4.385,1.829,0.743,0.448
1008,1.382,0.375,2.356,2.195,0.251,2.312,5.912,1.809,31.175,0.368,0.144,0.518,0.231,4.194,0.705,13.453,2.766,0.902,0.599,0.439,28.396,5.316,2.375,0.961,0.498
1009,1.674,0.388,2.599,1.956,0.246,1.72,5.086,2.021,26.673,0.487,0.141,0.554,0.214,3.16,0.614,16.893,3.669,1.395,0.726,0.48,29.965,5.739,2.696,1.126,0.536
1010,1.929,0.371,2.927,1.807,0.235,1.702,4.889,2.186,26.217,0.672,0.141,0.592,0.203,2.499,0.584,24.279,5.079,2.051,0.897,0.521,27.211,5.541,2.688,1.193,0.55
1011,2.127,0.328,3.299,1.66,0.217,1.73,5.043,2.222,25.746,0.893,0.142,0.622,0.199,2.119,0.617,33.968,6.792,2.759,1.074,0.555,21.816,4.832,2.359,1.143,0.536
1012,2.311,0.272,3.676,1.513,0.198,1.636,5.269,2.084,27.528,1.109,0.144,0.684,0.2,1.932,0.7,42.589,8.365,3.399,1.211,0.572,14.936,3.867,1.837,0.995,0.501
1013,2.53,0.219,4.363,1.402,0.186,1.621,5.361,1.803,31.393,1.285,0.148,0.791,0.204,1.881,0.815,47.201,9.273,3.872,1.289,0.567,9.19,2.917,1.291,0.797,0.457
1014,2.799,0.189,5.752,1.362,0.191,1.535,5.251,1.467,38.853,1.386,0.156,0.946,0.209,1.973,0.938,46.092,9.143,4.113,1.329,0.538,5.309,2.166,0.877,0.606,0.414
1015,3.064,0.184,8.062,1.404,0.213,1.697,4.932,1.171,48.057,1.397,0.17,1.114,0.216,2.197,1.048,40.196,8.009,4.096,1.366,0.496,3.411,1.664,0.659,0.466,0.379
1016,3.206,0.198,10.91,1.499,0.242,2.093,4.423,0.985,62.199,1.316,0.189,1.234,0.229,2.502,1.133,31.684,6.266,3.847,1.421,0.454,2.65,1.342,0.605,0.393,0.354
1017,3.121,0.218,13.435,1.612,0.271,2.618,3.834,0.901,73.107,1.166,0.213,1.256,0.248,2.743,1.186,23.606,4.541,3.413,1.478,0.424,2.146,1.079,0.63,0.376,0.337
1018,2.782,0.234,14.808,1.732,0.297,3.27,3.186,0.864,81.216,0.987,0.234,1.163,0.269,2.805,1.202,18.519,3.383,2.874,1.501,0.407,1.599,0.816,0.67,0.384,0.324
1019,2.293,0.246,14.549,1.901,0.318,3.841,2.549,0.853,81.973,0.837,0.25,0.99,0.287,2.666,1.176,16.526,3.016,2.318,1.456,0.4,1.196,0.612,0.727,0.394,0.315
