itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
70,0.546,0.301,3.682,0.655,0.247,1.843,1.213,0.198,2.318,0.304,0.129,0.581,0.184,0.195,0.146,2.976,2.115,0.705,0.453,0.552,0.792,0.55,0.519,0.541,0.429
71,0.644,0.273,3.734,0.678,0.239,2.073,1.053,0.248,2.395,0.391,0.116,0.577,0.163,0.246,0.137,2.752,1.968,0.734,0.474,0.578,0.885,0.625,0.59,0.52,0.416
72,0.759,0.275,3.733,0.71,0.24,2.532,0.898,0.302,2.491,0.496,0.106,0.581,0.142,0.319,0.128,2.575,1.803,0.79,0.479,0.624,1.006,0.637,0.624,0.51,0.379
73,0.901,0.299,3.722,0.761,0.246,3.109,0.789,0.343,2.519,0.602,0.103,0.58,0.125,0.405,0.123,2.504,1.735,0.873,0.459,0.673,1.134,0.579,0.604,0.514,0.327
74,1.068,0.328,3.708,0.835,0.257,3.582,0.753,0.363,2.633,0.688,0.106,0.561,0.112,0.488,0.124,2.548,1.835,0.975,0.418,0.71,1.232,0.477,0.534,0.534,0.276
75,1.238,0.34,3.643,0.937,0.27,3.753,0.775,0.364,2.786,0.728,0.114,0.515,0.105,0.554,0.13,2.647,2.103,1.093,0.371,0.722,1.274,0.369,0.434,0.569,0.236
76,1.382,0.326,3.427,1.073,0.285,3.525,0.819,0.35,2.849,0.708,0.124,0.45,0.101,0.59,0.139,2.742,2.458,1.219,0.336,0.704,1.229,0.287,0.33,0.616,0.214
77,1.461,0.29,3.033,1.237,0.303,2.963,0.839,0.327,2.876,0.63,0.136,0.385,0.102,0.592,0.148,2.904,2.741,1.34,0.327,0.664,1.104,0.249,0.246,0.672,0.21
78,1.449,0.246,2.559,1.405,0.32,2.289,0.812,0.297,2.841,0.514,0.146,0.34,0.105,0.573,0.156,3.149,2.802,1.429,0.359,0.614,0.939,0.254,0.198,0.728,0.221
79,1.347,0.204,2.125,1.553,0.327,1.716,0.743,0.268,2.758,0.389,0.152,0.324,0.11,0.556,0.164,3.434,2.586,1.456,0.433,0.561,0.788,0.288,0.191,0.768,0.241
80,1.19,0.175,1.804,1.662,0.317,1.36,0.657,0.257,2.564,0.286,0.152,0.339,0.113,0.56,0.176,3.707,2.149,1.411,0.542,0.509,0.685,0.336,0.217,0.781,0.263
81,1.023,0.167,1.702,1.719,0.289,1.228,0.586,0.281,2.303,0.224,0.148,0.376,0.114,0.59,0.195,3.948,1.631,1.303,0.666,0.456,0.644,0.381,0.269,0.759,0.282
82,0.881,0.178,1.85,1.727,0.249,1.292,0.558,0.353,1.966,0.206,0.142,0.431,0.114,0.635,0.221,4.18,1.187,1.159,0.775,0.403,0.667,0.407,0.342,0.712,0.292
83,0.768,0.204,2.24,1.704,0.217,1.513,0.576,0.463,1.633,0.226,0.136,0.512,0.116,0.685,0.252,4.475,0.905,1.017,0.843,0.35,0.753,0.409,0.445,0.653,0.297
84,0.67,0.235,2.888,1.676,0.211,1.915,0.623,0.583,1.354,0.267,0.132,0.622,0.125,0.732,0.28,4.875,0.792,0.906,0.862,0.301,0.892,0.397,0.587,0.603,0.303
85,0.585,0.264,3.713,1.652,0.237,2.454,0.672,0.681,1.168,0.309,0.129,0.743,0.14,0.772,0.297,5.356,0.797,0.854,0.841,0.265,1.052,0.387,0.76,0.574,0.317
86,0.526,0.289,4.524,1.626,0.291,3.067,0.75,0.731,1.074,0.335,0.127,0.839,0.159,0.793,0.299,5.9,0.883,0.868,0.808,0.252,1.21,0.392,0.931,0.569,0.341
87,0.507,0.315,5.115,1.57,0.355,3.599,1.016,0.735,1.35,0.336,0.126,0.872,0.178,0.811,0.29,6.463,1.051,0.94,0.798,0.269,1.346,0.408,1.05,0.582,0.37
88,0.513,0.347,5.296,1.442,0.416,3.947,1.626,0.72,2.553,0.312,0.124,0.819,0.191,0.847,0.282,6.99,1.291,1.055,0.83,0.312,1.419,0.42,1.078,0.598,0.397
89,0.524,0.389,5.018,1.233,0.46,4.038,2.62,0.714,4.917,0.271,0.123,0.692,0.193,0.914,0.283,7.41,1.601,1.18,0.897,0.372,1.442,0.407,0.998,0.603,0.409
90,0.517,0.438,4.455,0.965,0.485,3.953,3.834,0.733,8.194,0.226,0.123,0.526,0.183,0.998,0.293,7.641,1.968,1.274,0.973,0.431,1.401,0.362,0.833,0.588,0.402
91,0.483,0.48,3.867,0.695,0.489,3.842,5.056,0.78,11.741,0.186,0.121,0.366,0.163,1.122,0.31,7.639,2.372,1.29,1.03,0.475,1.325,0.3,0.626,0.555,0.376
