itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
555,1.286,1.154,3.941,1.103,1.302,3.549,1.226,1.024,2.67,1.105,0.315,0.738,0.282,0.93,0.43,1.614,1.536,0.632,1.089,0.258,1.144,0.681,0.54,1.34,0.332
556,0.979,1.169,4.139,0.917,1.372,3.585,1.106,0.953,2.605,1.007,0.307,0.603,0.263,1.087,0.374,2.114,1.26,0.649,1.142,0.267,1.023,0.578,0.423,1.367,0.312
557,0.804,1.125,3.862,0.822,1.373,3.32,0.966,0.865,2.431,0.948,0.3,0.534,0.248,1.222,0.343,2.548,1.039,0.76,1.105,0.283,0.924,0.61,0.396,1.352,0.311
558,0.768,1.035,3.359,0.817,1.308,2.954,0.816,0.819,2.218,0.91,0.293,0.533,0.238,1.298,0.343,3.222,0.901,0.921,0.985,0.303,0.905,0.796,0.445,1.29,0.327
559,0.873,0.927,2.652,0.93,1.197,2.428,0.671,0.854,2.053,0.888,0.288,0.614,0.234,1.304,0.372,3.8,0.859,1.073,0.827,0.324,0.98,1.128,0.555,1.192,0.352
560,1.123,0.832,2.107,1.191,1.07,2.151,0.552,0.962,1.959,0.889,0.287,0.776,0.236,1.257,0.423,4.334,0.91,1.19,0.686,0.342,1.164,1.575,0.722,1.082,0.373
561,1.49,0.772,1.833,1.596,0.962,1.97,0.472,1.097,1.982,0.923,0.292,0.993,0.244,1.187,0.486,4.542,1.028,1.265,0.613,0.354,1.395,2.109,0.93,0.987,0.382
562,1.918,0.747,1.923,2.082,0.889,2.189,0.446,1.194,2.057,0.972,0.304,1.21,0.26,1.108,0.548,4.378,1.157,1.293,0.616,0.354,1.64,2.688,1.14,0.915,0.377
563,2.301,0.739,2.199,2.526,0.854,2.488,0.459,1.208,2.179,1.002,0.321,1.36,0.28,1.019,0.6,3.934,1.229,1.262,0.668,0.342,1.821,3.237,1.298,0.857,0.363
564,2.534,0.731,2.557,2.815,0.844,2.966,0.494,1.131,2.33,1.019,0.341,1.446,0.303,0.922,0.633,3.278,1.21,1.185,0.727,0.317,1.922,3.677,1.381,0.797,0.346
