itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
187,0.652,0.543,1.007,0.946,0.661,3.574,152.946,18.677,384.245,1.177,0.445,1.68,0.537,37.083,5.325,1.633,0.414,1.137,0.708,0.818,1.712,2.622,1.08,4.496,3.322
188,0.693,0.575,0.892,0.967,0.711,3.482,134.958,20.246,305.228,1.153,0.483,1.889,0.492,45.68,5.486,1.667,0.448,1.261,0.83,0.781,1.488,2.189,0.95,4.955,3.578
189,0.791,0.629,0.952,0.956,0.763,2.896,117.049,20.758,219.003,1.265,0.509,2.127,0.444,51.863,5.49,1.681,0.474,1.354,0.93,0.72,1.274,1.684,0.923,5.258,3.89
190,0.89,0.684,1.172,0.924,0.802,2.27,101.083,19.663,192.651,1.43,0.52,2.314,0.404,53.025,5.245,1.651,0.484,1.381,0.969,0.649,0.967,1.301,0.987,5.303,4.192
191,0.932,0.716,1.341,0.903,0.81,1.53,86.079,16.89,162.382,1.548,0.516,2.372,0.378,48.534,4.679,1.582,0.474,1.348,0.928,0.582,0.721,1.182,1.161,5.066,4.407
192,0.892,0.706,1.462,0.964,0.778,1.136,69.255,12.914,163.484,1.55,0.495,2.271,0.363,39.433,3.817,1.474,0.452,1.276,0.817,0.525,0.501,1.346,1.468,4.588,4.47
193,0.82,0.657,1.639,1.186,0.721,0.991,51.297,8.765,155.633,1.446,0.464,2.052,0.351,29.027,2.825,1.315,0.444,1.184,0.671,0.486,0.469,1.683,1.904,3.966,4.353
194,0.845,0.6,2.246,1.597,0.669,1.387,36.514,5.573,147.869,1.297,0.43,1.803,0.34,20.455,1.943,1.166,0.496,1.086,0.53,0.469,0.722,2.037,2.408,3.32,4.07
195,1.067,0.565,3.411,2.135,0.649,2.042,28.725,3.947,152.63,1.173,0.399,1.599,0.326,16.142,1.356,1.182,0.654,0.991,0.42,0.479,1.249,2.3,2.864,2.764,3.663
196,1.485,0.568,5.141,2.662,0.667,3.171,28.032,3.731,167.028,1.106,0.374,1.476,0.305,15.813,1.1,1.497,0.943,0.911,0.351,0.508,2.188,2.45,3.157,2.357,3.186
197,1.99,0.603,7.027,2.995,0.709,4.251,31.35,4.26,185.049,1.071,0.349,1.378,0.278,17.485,1.068,2.046,1.33,0.855,0.321,0.539,3.143,2.519,3.192,2.131,2.699
198,2.412,0.643,8.522,3.029,0.742,5.22,33.995,4.738,190.042,1.033,0.321,1.269,0.248,18.678,1.108,2.807,1.719,0.84,0.315,0.55,4.058,2.556,2.971,2.09,2.266
199,2.598,0.659,9.097,2.762,0.735,5.492,33.03,4.732,176.705,0.955,0.29,1.125,0.221,18.023,1.125,3.492,1.988,0.862,0.322,0.527,4.413,2.579,2.572,2.189,1.961
200,2.507,0.638,8.668,2.328,0.676,5.281,28.215,4.256,143.752,0.837,0.26,0.973,0.204,15.658,1.107,3.917,2.064,0.9,0.328,0.469,4.241,2.567,2.116,2.315,1.848
201,2.205,0.583,7.566,1.889,0.579,4.731,21.483,3.53,101.421,0.696,0.238,0.837,0.199,12.49,1.062,3.97,1.962,0.922,0.327,0.393,3.582,2.476,1.712,2.375,1.943
202,1.831,0.516,6.286,1.557,0.48,4.173,14.938,2.849,61.21,0.564,0.231,0.736,0.208,9.503,0.998,3.636,1.748,0.906,0.315,0.32,2.759,2.304,1.414,2.357,2.201
203,1.528,0.466,5.357,1.372,0.414,3.857,10.041,2.435,33.046,0.495,0.242,0.697,0.227,7.283,0.922,3.059,1.514,0.849,0.297,0.268,2.027,2.117,1.241,2.283,2.517
