itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
880,3.507,1.621,10.944,4.115,2.254,9.244,2.513,0.905,4.705,3.181,0.771,3.235,0.783,1.988,0.55,6.996,5.896,2.321,2.357,0.569,8.213,3.024,4.612,1.071,0.62
881,3.648,1.535,12.375,4.163,2.201,10.211,2.725,0.842,5.945,2.904,0.74,3.097,0.763,2.219,0.48,8.456,5.785,2.434,2.367,0.543,9.887,3.228,4.852,1.008,0.638
882,3.974,1.337,12.556,4.38,1.959,10.27,2.812,0.752,6.568,2.76,0.682,3.025,0.738,2.248,0.413,9.009,5.463,2.583,2.133,0.517,10.549,3.395,4.966,0.906,0.633
883,4.346,1.094,12.298,4.714,1.614,10.069,2.802,0.635,6.599,2.726,0.63,2.981,0.727,2.068,0.364,8.612,5.136,2.726,1.721,0.501,10.08,3.518,4.88,0.784,0.608
884,4.621,0.897,11.073,5.076,1.316,9.372,2.758,0.522,6.043,2.808,0.619,2.976,0.752,1.784,0.345,7.422,5.036,2.882,1.273,0.504,8.857,3.666,4.618,0.678,0.587
885,4.742,0.81,9.688,5.361,1.183,8.86,2.718,0.459,5.118,3.032,0.673,3.038,0.82,1.551,0.358,5.819,5.249,3.081,0.932,0.533,7.311,3.857,4.268,0.62,0.605
886,4.777,0.836,8.228,5.519,1.249,8.294,2.673,0.471,4.102,3.407,0.785,3.193,0.925,1.473,0.398,4.356,5.692,3.309,0.773,0.587,5.994,4.075,3.93,0.615,0.686
887,4.811,0.918,7.098,5.537,1.45,7.91,2.583,0.551,3.251,3.901,0.923,3.437,1.039,1.598,0.456,3.324,6.129,3.553,0.779,0.652,5.186,4.243,3.677,0.642,0.829
888,4.925,0.982,6.159,5.463,1.675,7.372,2.424,0.661,2.649,4.402,1.04,3.708,1.132,1.894,0.516,2.726,6.323,3.804,0.868,0.706,4.725,4.274,3.497,0.676,0.997
889,5.108,0.993,5.369,5.338,1.829,6.705,2.198,0.752,2.343,4.774,1.097,3.903,1.178,2.258,0.563,2.475,6.132,4.031,0.961,0.734,4.494,4.117,3.334,0.7,1.138
890,5.216,0.961,4.729,5.121,1.871,6.07,1.926,0.793,2.361,4.9,1.077,3.93,1.166,2.574,0.583,2.445,5.523,4.184,1.023,0.729,4.328,3.766,3.143,0.717,1.203
