itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
29,2.742,1.261,3.406,2.219,1.331,4.313,11.663,3.182,16.966,4.678,0.901,2.149,0.802,10.618,1.791,4.974,0.918,1.488,1.758,0.785,2.233,1.978,1.352,2.467,2.731
30,2.598,1.013,3.585,2.459,1.256,4.599,11.246,3.1,12.327,4.189,0.94,1.843,0.73,10.514,1.784,5.382,0.721,1.674,1.79,0.861,2.457,2.075,1.681,2.897,2.796
31,3.993,1.118,7.523,3.941,1.475,8.242,11.034,3.174,12.247,4.387,0.979,2.575,0.699,10.505,1.724,8.385,1.644,2.53,2.077,0.997,6.421,3.334,2.971,3.547,2.909
32,16.726,3.102,54.846,16.761,3.454,53.674,18.637,4.494,44.428,10.058,1.246,8.831,1.017,14.675,1.826,45.258,12.313,8.178,3.665,1.445,51.509,15.597,9.513,5.415,3.41
33,57.882,9.163,207.398,58.315,9.347,204.211,46.326,8.648,154.225,28.458,2.112,27.318,2.145,29.077,2.446,169.944,47.962,24.96,8.162,2.597,199.282,55.975,27.802,10.178,4.793
34,138.089,20.382,516.849,139.222,20.245,511.386,101.038,16.528,374.081,63.594,3.806,61.695,4.346,56.941,3.816,427.91,118.083,56.216,16.442,4.672,502.513,135.019,61.173,18.804,7.332
35,249.34,35.37,942.868,251.327,34.841,938.132,177.319,27.27,681.461,111.975,6.168,108.49,7.389,95.178,5.824,793.052,216.265,98.521,27.576,7.451,928.759,245.353,105.885,30.438,10.753
36,364.894,50.364,1397.722,367.553,49.48,1395.388,256.546,38.197,1006.914,161.91,8.617,156.526,10.531,134.08,7.969,1190.652,319.047,141.32,38.787,10.254,1391.484,360.469,150.871,42.263,14.215
37,448.785,60.601,1732.192,451.38,59.529,1733.456,313.629,45.798,1248.932,197.833,10.366,190.964,12.791,161.001,9.547,1489.922,394.227,170.944,46.492,12.19,1738.661,444.064,181.936,50.56,16.633
38,472.15,62.483,1838.728,473.636,61.455,1841.396,328.548,47.346,1323.949,207.249,10.788,199.915,13.39,166.3,9.98,1593.065,415.762,176.945,47.943,12.556,1856.566,466.741,188.231,52.351,17.161
39,426.691,55.317,1678.815,426.266,54.502,1680.031,295.454,42.212,1210.193,186.578,9.717,179.994,12.121,147.755,9.093,1459.158,375.95,157.076,42.568,11.186,1699.106,419.99,167.374,46.858,15.609
40,329.091,41.661,1310.51,326.58,41.112,1306.226,226.419,32.196,938.547,143.157,7.545,138.23,9.461,111.861,7.211,1136.059,289.239,118.494,32.258,8.548,1321.481,320.696,126.725,35.928,12.546
41,212.404,26.12,862.952,208.295,25.776,851.867,144.942,20.726,609.527,91.641,5.02,88.645,6.325,70.798,4.984,737.039,185.211,74.27,20.489,5.521,855.56,202.636,79.861,23.178,9.011
42,110.819,13.125,465.885,106.107,12.875,449.132,75.115,11.156,313.67,47.005,2.885,45.658,3.629,36.36,3.075,379.954,94.717,37.068,10.638,2.976,439.02,100.853,40.158,12.26,6.037
43,44.76,5.051,202.053,40.507,4.825,183.899,30.768,5.327,119.858,18.106,1.552,17.851,1.892,15.106,1.861,143.829,36.348,13.868,4.541,1.398,164.834,36.293,15.157,5.307,4.223
44,14.851,1.652,75.272,11.819,1.437,59.95,11.633,3.059,30.804,5.075,0.992,5.416,1.095,6.315,1.329,35.522,10.795,4.089,2.044,0.751,40.516,9.188,4.506,2.321,3.559
